country,state,district,year,dyid,hardnesstotal,SDP,GinniIndex
India,West Bengal,Medinipur East,2000,Medinipur East2000,190,247972.2633412,-
India,West Bengal,Medinipur East,2001,Medinipur East2001,209.71428,265880.2771468,-
India,West Bengal,Medinipur East,2002,Medinipur East2002,239.64285,275199.4805728,-
India,West Bengal,Medinipur East,2003,Medinipur East2003,,291369.4648514,-
India,West Bengal,Medinipur East,2004,Medinipur East2004,177.5,310686.6401106,-
India,West Bengal,Medinipur East,2005,Medinipur East2005,202.26666,330249.3539621,-
India,West Bengal,Medinipur East,2006,Medinipur East2006,,356170.7914031,-
India,West Bengal,Medinipur East,2007,Medinipur East2007,235,383881.2012807,-
India,West Bengal,Medinipur East,2008,Medinipur East2008,,399354.6414195,-
India,West Bengal,Medinipur East,2009,Medinipur East2009,221.25,430366.1837455,-
India,West Bengal,Medinipur East,2010,Medinipur East2010,,456461.6610105,0.32
India,West Bengal,Medinipur East,2011,Medinipur East2011,160,473204.6511180,-
India,West Bengal,Medinipur East,2012,Medinipur East2012,,492901.1663710,-
India,West Bengal,Medinipur East,2013,Medinipur East2013,160,503951.5671410,-
India,West Bengal,Medinipur East,2014,Medinipur East2014,,515701.6028970,-
India,West Bengal,Medinipur East,2015,Medinipur East2015,,546988.0508630,-
India,West Bengal,Medinipur East,2016,Medinipur East2016,164.87805,584910.8272820,-
India,West Bengal,Medinipur East,2017,Medinipur East2017,179.72223,623786.8220410,-
India,West Bengal,Medinipur East,2018,Medinipur East2018,219.44444,659287.8942470,-
India,West Bengal,Medinipur West,2000,Medinipur West2000,142.22223,247972.2633412,-
India,West Bengal,Medinipur West,2001,Medinipur West2001,145,265880.2771468,-
India,West Bengal,Medinipur West,2002,Medinipur West2002,192.22223,275199.4805728,-
India,West Bengal,Medinipur West,2003,Medinipur West2003,,291369.4648514,-
India,West Bengal,Medinipur West,2004,Medinipur West2004,147.39131,310686.6401106,-
India,West Bengal,Medinipur West,2005,Medinipur West2005,147.8125,330249.3539621,-
India,West Bengal,Medinipur West,2006,Medinipur West2006,190,356170.7914031,-
India,West Bengal,Medinipur West,2007,Medinipur West2007,,383881.2012807,-
India,West Bengal,Medinipur West,2008,Medinipur West2008,145,399354.6414195,-
India,West Bengal,Medinipur West,2009,Medinipur West2009,131.66667,430366.1837455,-
India,West Bengal,Medinipur West,2010,Medinipur West2010,150.35715,456461.6610105,0.28
India,West Bengal,Medinipur West,2011,Medinipur West2011,99.0625,473204.6511180,-
India,West Bengal,Medinipur West,2012,Medinipur West2012,110.58823,492901.1663710,-
India,West Bengal,Medinipur West,2013,Medinipur West2013,165.55556,503951.5671410,-
India,West Bengal,Medinipur West,2014,Medinipur West2014,,515701.6028970,-
India,West Bengal,Medinipur West,2015,Medinipur West2015,,546988.0508630,-
India,West Bengal,Medinipur West,2016,Medinipur West2016,154.53125,584910.8272820,-
India,West Bengal,Medinipur West,2017,Medinipur West2017,147.23685,623786.8220410,-
India,West Bengal,Medinipur West,2018,Medinipur West2018,138,659287.8942470,-
India,Uttar Pradesh,Meerut,2000,Meerut2000,,351084.1089774,-
India,Uttar Pradesh,Meerut,2001,Meerut2001,341.33334,357471.0467097,-
India,Uttar Pradesh,Meerut,2002,Meerut2002,,369038.1836814,-
India,Uttar Pradesh,Meerut,2003,Meerut2003,,388468.8674867,-
India,Uttar Pradesh,Meerut,2004,Meerut2004,166.66667,407921.4919919,-
India,Uttar Pradesh,Meerut,2005,Meerut2005,,431731.0483276,-
India,Uttar Pradesh,Meerut,2006,Meerut2006,,466023.3283118,-
India,Uttar Pradesh,Meerut,2007,Meerut2007,,495889.8633084,-
India,Uttar Pradesh,Meerut,2008,Meerut2008,,533571.8096457,-
India,Uttar Pradesh,Meerut,2009,Meerut2009,,566760.9860888,-
India,Uttar Pradesh,Meerut,2010,Meerut2010,,612018.7067716,0.46
India,Uttar Pradesh,Meerut,2011,Meerut2011,,645131.5532170,-
India,Uttar Pradesh,Meerut,2012,Meerut2012,,673552.1893470,-
India,Uttar Pradesh,Meerut,2013,Meerut2013,,707469.1041210,-
India,Uttar Pradesh,Meerut,2014,Meerut2014,,729686.3008000,-
India,Uttar Pradesh,Meerut,2015,Meerut2015,,792048.7593600,-
India,Uttar Pradesh,Meerut,2016,Meerut2016,224.28572,888453.0079700,-
India,Uttar Pradesh,Meerut,2017,Meerut2017,,922457.5124870,-
India,Uttar Pradesh,Meerut,2018,Meerut2018,282.85715,949184.4540180,-
India,Uttar Pradesh,Mirzapur,2000,Mirzapur2000,221.5,351084.1089774,-
India,Uttar Pradesh,Mirzapur,2001,Mirzapur2001,,357471.0467097,-
India,Uttar Pradesh,Mirzapur,2002,Mirzapur2002,,369038.1836814,-
India,Uttar Pradesh,Mirzapur,2003,Mirzapur2003,,388468.8674867,-
India,Uttar Pradesh,Mirzapur,2004,Mirzapur2004,255,407921.4919919,-
India,Uttar Pradesh,Mirzapur,2005,Mirzapur2005,,431731.0483276,-
India,Uttar Pradesh,Mirzapur,2006,Mirzapur2006,,466023.3283118,-
India,Uttar Pradesh,Mirzapur,2007,Mirzapur2007,,495889.8633084,-
India,Uttar Pradesh,Mirzapur,2008,Mirzapur2008,,533571.8096457,-
India,Uttar Pradesh,Mirzapur,2009,Mirzapur2009,,566760.9860888,-
India,Uttar Pradesh,Mirzapur,2010,Mirzapur2010,,612018.7067716,0.28
India,Uttar Pradesh,Mirzapur,2011,Mirzapur2011,,645131.5532170,-
India,Uttar Pradesh,Mirzapur,2012,Mirzapur2012,,673552.1893470,-
India,Uttar Pradesh,Mirzapur,2013,Mirzapur2013,,707469.1041210,-
India,Uttar Pradesh,Mirzapur,2014,Mirzapur2014,,729686.3008000,-
India,Uttar Pradesh,Mirzapur,2015,Mirzapur2015,,792048.7593600,-
India,Uttar Pradesh,Mirzapur,2016,Mirzapur2016,110,888453.0079700,-
India,Uttar Pradesh,Mirzapur,2017,Mirzapur2017,,922457.5124870,-
India,Uttar Pradesh,Mirzapur,2018,Mirzapur2018,199.5,949184.4540180,-
India,Punjab,Moga,2000,Moga2000,228.57143,130869.8138609,-
India,Punjab,Moga,2001,Moga2001,121,132574.7758189,-
India,Punjab,Moga,2002,Moga2002,,134832.8663829,-
India,Punjab,Moga,2003,Moga2003,,143252.0223939,-
India,Punjab,Moga,2004,Moga2004,346.5,150374.3300627,-
India,Punjab,Moga,2005,Moga2005,551.5,157746.8313787,-
India,Punjab,Moga,2006,Moga2006,446,174759.6699571,-
India,Punjab,Moga,2007,Moga2007,427.5,189894.1594683,-
India,Punjab,Moga,2008,Moga2008,262.5,200421.2722428,-
India,Punjab,Moga,2009,Moga2009,703,213223.6778484,-
India,Punjab,Moga,2010,Moga2010,122,226995.4768816,0.27
India,Punjab,Moga,2011,Moga2011,,239226.9521420,-
India,Punjab,Moga,2012,Moga2012,176.125,251812.5938170,-
India,Punjab,Moga,2013,Moga2013,215.75,267515.2100000,-
India,Punjab,Moga,2014,Moga2014,127.66666,278484.6000000,-
India,Punjab,Moga,2015,Moga2015,345.85715,294894.8566170,-
India,Punjab,Moga,2016,Moga2016,227.57143,315782.9924020,-
India,Punjab,Moga,2017,Moga2017,,335056.7856600,-
India,Punjab,Moga,2018,Moga2018,184.85715,353942.4692490,-
India,Nagaland,Mon,2000,Mon2000,,4584.3088220,-
India,Nagaland,Mon,2001,Mon2001,,5110.0323108,-
India,Nagaland,Mon,2002,Mon2002,,5619.2330613,-
India,Nagaland,Mon,2003,Mon2003,,5876.0865373,-
India,Nagaland,Mon,2004,Mon2004,,6158.4751541,-
India,Nagaland,Mon,2005,Mon2005,20,6799.8632352,-
India,Nagaland,Mon,2006,Mon2006,,7331.0079476,-
India,Nagaland,Mon,2007,Mon2007,,7927.0264239,-
India,Nagaland,Mon,2008,Mon2008,,8430.6244935,-
India,Nagaland,Mon,2009,Mon2009,,8908.0276935,-
India,Nagaland,Mon,2010,Mon2010,,9754.5672676,0.19
India,Nagaland,Mon,2011,Mon2011,,10554.2718690,-
India,Nagaland,Mon,2012,Mon2012,,11163.0162870,-
India,Nagaland,Mon,2013,Mon2013,,11923.1752600,-
India,Nagaland,Mon,2014,Mon2014,,12406.4091360,-
India,Nagaland,Mon,2015,Mon2015,,12599.6986410,-
India,Nagaland,Mon,2016,Mon2016,,13487.8937930,-
India,Nagaland,Mon,2017,Mon2017,,14177.7949860,-
India,Nagaland,Mon,2018,Mon2018,,15054.7029350,-
India,Uttar Pradesh,Moradabad,2000,Moradabad2000,207.5,351084.1089774,-
India,Uttar Pradesh,Moradabad,2001,Moradabad2001,190,357471.0467097,-
India,Uttar Pradesh,Moradabad,2002,Moradabad2002,,369038.1836814,-
India,Uttar Pradesh,Moradabad,2003,Moradabad2003,,388468.8674867,-
India,Uttar Pradesh,Moradabad,2004,Moradabad2004,153.33333,407921.4919919,-
India,Uttar Pradesh,Moradabad,2005,Moradabad2005,,431731.0483276,-
India,Uttar Pradesh,Moradabad,2006,Moradabad2006,,466023.3283118,-
India,Uttar Pradesh,Moradabad,2007,Moradabad2007,,495889.8633084,-
India,Uttar Pradesh,Moradabad,2008,Moradabad2008,,533571.8096457,-
India,Uttar Pradesh,Moradabad,2009,Moradabad2009,,566760.9860888,-
India,Uttar Pradesh,Moradabad,2010,Moradabad2010,,612018.7067716,0.27
India,Uttar Pradesh,Moradabad,2011,Moradabad2011,,645131.5532170,-
India,Uttar Pradesh,Moradabad,2012,Moradabad2012,,673552.1893470,-
India,Uttar Pradesh,Moradabad,2013,Moradabad2013,,707469.1041210,-
India,Uttar Pradesh,Moradabad,2014,Moradabad2014,,729686.3008000,-
India,Uttar Pradesh,Moradabad,2015,Moradabad2015,,792048.7593600,-
India,Uttar Pradesh,Moradabad,2016,Moradabad2016,190,888453.0079700,-
India,Uttar Pradesh,Moradabad,2017,Moradabad2017,,922457.5124870,-
India,Uttar Pradesh,Moradabad,2018,Moradabad2018,232.5,949184.4540180,-
India,Madhya Pradesh,Morena,2000,Morena2000,373.82352,142623.6373679,-
India,Madhya Pradesh,Morena,2001,Morena2001,411.76471,152826.3020635,-
India,Madhya Pradesh,Morena,2002,Morena2002,333.4375,144856.4718406,-
India,Madhya Pradesh,Morena,2003,Morena2003,,161105.9514238,-
India,Madhya Pradesh,Morena,2004,Morena2004,322.1875,166392.1069122,-
India,Madhya Pradesh,Morena,2005,Morena2005,361.66666,174775.7442430,-
India,Madhya Pradesh,Morena,2006,Morena2006,349.0625,190707.9783514,-
India,Madhya Pradesh,Morena,2007,Morena2007,368.07693,199720.2561209,-
India,Madhya Pradesh,Morena,2008,Morena2008,385.5,224970.9800584,-
India,Madhya Pradesh,Morena,2009,Morena2009,336.45456,246296.5721929,-
India,Madhya Pradesh,Morena,2010,Morena2010,398.33334,259230.1690989,0.26
India,Madhya Pradesh,Morena,2011,Morena2011,336.36365,282371.0400000,-
India,Madhya Pradesh,Morena,2012,Morena2012,367,306853.3400000,-
India,Madhya Pradesh,Morena,2013,Morena2013,355.71429,322597.6000000,-
India,Madhya Pradesh,Morena,2014,Morena2014,348.18182,339246.9000000,-
India,Madhya Pradesh,Morena,2015,Morena2015,330.76923,370715.6700000,-
India,Madhya Pradesh,Morena,2016,Morena2016,382.85715,419465.2500000,-
India,Madhya Pradesh,Morena,2017,Morena2017,391.07144,441956.4300000,-
India,Madhya Pradesh,Morena,2018,Morena2018,407.28571,482361.0200000,-
India,Punjab,Muktsar,2000,Muktsar2000,554.53333,130869.8138609,-
India,Punjab,Muktsar,2001,Muktsar2001,,132574.7758189,-
India,Punjab,Muktsar,2002,Muktsar2002,,134832.8663829,-
India,Punjab,Muktsar,2003,Muktsar2003,,143252.0223939,-
India,Punjab,Muktsar,2004,Muktsar2004,876.38892,150374.3300627,-
India,Punjab,Muktsar,2005,Muktsar2005,618.29999,157746.8313787,-
India,Punjab,Muktsar,2006,Muktsar2006,430.79999,174759.6699571,-
India,Punjab,Muktsar,2007,Muktsar2007,603.90002,189894.1594683,-
India,Punjab,Muktsar,2008,Muktsar2008,683.20001,200421.2722428,-
India,Punjab,Muktsar,2009,Muktsar2009,599.14288,213223.6778484,-
India,Punjab,Muktsar,2010,Muktsar2010,577.57141,226995.4768816,0.26
India,Punjab,Muktsar,2011,Muktsar2011,,239226.9521420,-
India,Punjab,Muktsar,2012,Muktsar2012,913.875,251812.5938170,-
India,Punjab,Muktsar,2013,Muktsar2013,707,267515.2100000,-
India,Punjab,Muktsar,2014,Muktsar2014,848.88892,278484.6000000,-
India,Punjab,Muktsar,2015,Muktsar2015,,294894.8566170,-
India,Punjab,Muktsar,2016,Muktsar2016,517.36365,315782.9924020,-
India,Punjab,Muktsar,2017,Muktsar2017,,335056.7856600,-
India,Punjab,Muktsar,2018,Muktsar2018,721.44446,353942.4692490,-
India,Maharashtra,Mumbai Suburban,2000,Mumbai Suburban2000,256.25,462181.6751331,-
India,Maharashtra,Mumbai Suburban,2001,Mumbai Suburban2001,212.5,478508.6139339,-
India,Maharashtra,Mumbai Suburban,2002,Mumbai Suburban2002,150,511507.1640366,-
India,Maharashtra,Mumbai Suburban,2003,Mumbai Suburban2003,,551012.7797041,-
India,Maharashtra,Mumbai Suburban,2004,Mumbai Suburban2004,163.33333,599027.6349564,-
India,Maharashtra,Mumbai Suburban,2005,Mumbai Suburban2005,230,685815.5488720,-
India,Maharashtra,Mumbai Suburban,2006,Mumbai Suburban2006,180.33333,780279.6914051,-
India,Maharashtra,Mumbai Suburban,2007,Mumbai Suburban2007,252.5,871095.9483975,-
India,Maharashtra,Mumbai Suburban,2008,Mumbai Suburban2008,245.25,884778.7476540,-
India,Maharashtra,Mumbai Suburban,2009,Mumbai Suburban2009,210,970265.1970352,-
India,Maharashtra,Mumbai Suburban,2010,Mumbai Suburban2010,165,1080814.5878042,0.39
India,Maharashtra,Mumbai Suburban,2011,Mumbai Suburban2011,170,1126594.6978750,-
India,Maharashtra,Mumbai Suburban,2012,Mumbai Suburban2012,595,1189710.8397820,-
India,Maharashtra,Mumbai Suburban,2013,Mumbai Suburban2013,412.5,1267551.2697310,-
India,Maharashtra,Mumbai Suburban,2014,Mumbai Suburban2014,,1345341.4633030,-
India,Maharashtra,Mumbai Suburban,2015,Mumbai Suburban2015,,1452513.3948880,-
India,Maharashtra,Mumbai Suburban,2016,Mumbai Suburban2016,,1596120.7476030,-
India,Maharashtra,Mumbai Suburban,2017,Mumbai Suburban2017,202.3,1661065.0072150,-
India,Maharashtra,Mumbai Suburban,2018,Mumbai Suburban2018,323.85001,1728577.9530550,-
India,Maharashtra,Mumbai,2000,Mumbai2000,301.66666,462181.6751331,-
India,Maharashtra,Mumbai,2001,Mumbai2001,218.33333,478508.6139339,-
India,Maharashtra,Mumbai,2002,Mumbai2002,270,511507.1640366,-
India,Maharashtra,Mumbai,2003,Mumbai2003,,551012.7797041,-
India,Maharashtra,Mumbai,2004,Mumbai2004,205,599027.6349564,-
India,Maharashtra,Mumbai,2005,Mumbai2005,273.33334,685815.5488720,-
India,Maharashtra,Mumbai,2006,Mumbai2006,208.33333,780279.6914051,-
India,Maharashtra,Mumbai,2007,Mumbai2007,245,871095.9483975,-
India,Maharashtra,Mumbai,2008,Mumbai2008,276.33334,884778.7476540,-
India,Maharashtra,Mumbai,2009,Mumbai2009,230,970265.1970352,-
India,Maharashtra,Mumbai,2010,Mumbai2010,200,1080814.5878042,
India,Maharashtra,Mumbai,2011,Mumbai2011,215,1126594.6978750,-
India,Maharashtra,Mumbai,2012,Mumbai2012,222.5,1189710.8397820,-
India,Maharashtra,Mumbai,2013,Mumbai2013,350,1267551.2697310,-
India,Maharashtra,Mumbai,2014,Mumbai2014,351.66666,1345341.4633030,-
India,Maharashtra,Mumbai,2015,Mumbai2015,,1452513.3948880,-
India,Maharashtra,Mumbai,2016,Mumbai2016,244,1596120.7476030,-
India,Maharashtra,Mumbai,2017,Mumbai2017,231.2,1661065.0072150,-
India,Maharashtra,Mumbai,2018,Mumbai2018,351.89999,1728577.9530550,-
India,Bihar,Munger,2000,Munger2000,,110614.8384025,-
India,Bihar,Munger,2001,Munger2001,,104271.4311831,-
India,Bihar,Munger,2002,Munger2002,,117457.1421273,-
India,Bihar,Munger,2003,Munger2003,,109882.9860909,-
India,Bihar,Munger,2004,Munger2004,,123786.1184561,-
India,Bihar,Munger,2005,Munger2005,217.5,120702.7833210,-
India,Bihar,Munger,2006,Munger2006,,141591.8828573,-
India,Bihar,Munger,2007,Munger2007,190,148922.2741187,-
India,Bihar,Munger,2008,Munger2008,275,171625.4704850,-
India,Bihar,Munger,2009,Munger2009,259,179834.9465579,-
India,Bihar,Munger,2010,Munger2010,241.66667,207295.1926379,0.26
India,Bihar,Munger,2011,Munger2011,202.5,228497.4445300,-
India,Bihar,Munger,2012,Munger2012,208.57143,236932.5512450,-
India,Bihar,Munger,2013,Munger2013,342.5,246914.7420090,-
India,Bihar,Munger,2014,Munger2014,,255738.8121590,-
India,Bihar,Munger,2015,Munger2015,,269199.6011080,-
India,Bihar,Munger,2016,Munger2016,197.5,289264.8743110,-
India,Bihar,Munger,2017,Munger2017,,312605.1364840,-
India,Bihar,Munger,2018,Munger2018,,345545.4510650,-
India,West Bengal,Murshidabad,2000,Murshidabad2000,341.51514,247972.2633412,-
India,West Bengal,Murshidabad,2001,Murshidabad2001,273,265880.2771468,-
India,West Bengal,Murshidabad,2002,Murshidabad2002,343.85715,275199.4805728,-
India,West Bengal,Murshidabad,2003,Murshidabad2003,,291369.4648514,-
India,West Bengal,Murshidabad,2004,Murshidabad2004,278.15384,310686.6401106,-
India,West Bengal,Murshidabad,2005,Murshidabad2005,240.22641,330249.3539621,-
India,West Bengal,Murshidabad,2006,Murshidabad2006,,356170.7914031,-
India,West Bengal,Murshidabad,2007,Murshidabad2007,260.43478,383881.2012807,-
India,West Bengal,Murshidabad,2008,Murshidabad2008,,399354.6414195,-
India,West Bengal,Murshidabad,2009,Murshidabad2009,,430366.1837455,-
India,West Bengal,Murshidabad,2010,Murshidabad2010,,456461.6610105,0.22
India,West Bengal,Murshidabad,2011,Murshidabad2011,,473204.6511180,-
India,West Bengal,Murshidabad,2012,Murshidabad2012,,492901.1663710,-
India,West Bengal,Murshidabad,2013,Murshidabad2013,239.20689,503951.5671410,-
India,West Bengal,Murshidabad,2014,Murshidabad2014,,515701.6028970,-
India,West Bengal,Murshidabad,2015,Murshidabad2015,,546988.0508630,-
India,West Bengal,Murshidabad,2016,Murshidabad2016,223.36539,584910.8272820,-
India,West Bengal,Murshidabad,2017,Murshidabad2017,183.83333,623786.8220410,-
India,West Bengal,Murshidabad,2018,Murshidabad2018,277.70834,659287.8942470,-
India,Uttar Pradesh,Muzaffarnagar,2000,Muzaffarnagar2000,,351084.1089774,-
India,Uttar Pradesh,Muzaffarnagar,2001,Muzaffarnagar2001,261,357471.0467097,-
India,Uttar Pradesh,Muzaffarnagar,2002,Muzaffarnagar2002,,369038.1836814,-
India,Uttar Pradesh,Muzaffarnagar,2003,Muzaffarnagar2003,,388468.8674867,-
India,Uttar Pradesh,Muzaffarnagar,2004,Muzaffarnagar2004,,407921.4919919,-
India,Uttar Pradesh,Muzaffarnagar,2005,Muzaffarnagar2005,,431731.0483276,-
India,Uttar Pradesh,Muzaffarnagar,2006,Muzaffarnagar2006,,466023.3283118,-
India,Uttar Pradesh,Muzaffarnagar,2007,Muzaffarnagar2007,,495889.8633084,-
India,Uttar Pradesh,Muzaffarnagar,2008,Muzaffarnagar2008,,533571.8096457,-
India,Uttar Pradesh,Muzaffarnagar,2009,Muzaffarnagar2009,,566760.9860888,-
India,Uttar Pradesh,Muzaffarnagar,2010,Muzaffarnagar2010,,612018.7067716,0.27
India,Uttar Pradesh,Muzaffarnagar,2011,Muzaffarnagar2011,,645131.5532170,-
India,Uttar Pradesh,Muzaffarnagar,2012,Muzaffarnagar2012,,673552.1893470,-
India,Uttar Pradesh,Muzaffarnagar,2013,Muzaffarnagar2013,,707469.1041210,-
India,Uttar Pradesh,Muzaffarnagar,2014,Muzaffarnagar2014,,729686.3008000,-
India,Uttar Pradesh,Muzaffarnagar,2015,Muzaffarnagar2015,,792048.7593600,-
India,Uttar Pradesh,Muzaffarnagar,2016,Muzaffarnagar2016,152.5,888453.0079700,-
India,Uttar Pradesh,Muzaffarnagar,2017,Muzaffarnagar2017,,922457.5124870,-
India,Uttar Pradesh,Muzaffarnagar,2018,Muzaffarnagar2018,208.75,949184.4540180,-
India,Bihar,Muzaffarpur,2000,Muzaffarpur2000,,110614.8384025,-
India,Bihar,Muzaffarpur,2001,Muzaffarpur2001,193,104271.4311831,-
India,Bihar,Muzaffarpur,2002,Muzaffarpur2002,,117457.1421273,-
India,Bihar,Muzaffarpur,2003,Muzaffarpur2003,,109882.9860909,-
India,Bihar,Muzaffarpur,2004,Muzaffarpur2004,,123786.1184561,-
India,Bihar,Muzaffarpur,2005,Muzaffarpur2005,,120702.7833210,-
India,Bihar,Muzaffarpur,2006,Muzaffarpur2006,228.125,141591.8828573,-
India,Bihar,Muzaffarpur,2007,Muzaffarpur2007,308.5,148922.2741187,-
India,Bihar,Muzaffarpur,2008,Muzaffarpur2008,380,171625.4704850,-
India,Bihar,Muzaffarpur,2009,Muzaffarpur2009,199.28572,179834.9465579,-
India,Bihar,Muzaffarpur,2010,Muzaffarpur2010,346.25,207295.1926379,0.24
India,Bihar,Muzaffarpur,2011,Muzaffarpur2011,360,228497.4445300,-
India,Bihar,Muzaffarpur,2012,Muzaffarpur2012,235,236932.5512450,-
India,Bihar,Muzaffarpur,2013,Muzaffarpur2013,237.5,246914.7420090,-
India,Bihar,Muzaffarpur,2014,Muzaffarpur2014,,255738.8121590,-
India,Bihar,Muzaffarpur,2015,Muzaffarpur2015,,269199.6011080,-
India,Bihar,Muzaffarpur,2016,Muzaffarpur2016,213.8,289264.8743110,-
India,Bihar,Muzaffarpur,2017,Muzaffarpur2017,,312605.1364840,-
India,Bihar,Muzaffarpur,2018,Muzaffarpur2018,,345545.4510650,-
India,Karnataka,Mysore,2000,Mysore2000,,276258.3865464,-
India,Karnataka,Mysore,2001,Mysore2001,,281266.0548067,-
India,Karnataka,Mysore,2002,Mysore2002,,296352.7163877,-
India,Karnataka,Mysore,2003,Mysore2003,413.46155,302124.2662471,-
India,Karnataka,Mysore,2004,Mysore2004,,332758.3433893,-
India,Karnataka,Mysore,2005,Mysore2005,,366993.4895299,-
India,Karnataka,Mysore,2006,Mysore2006,,405152.1452699,-
India,Karnataka,Mysore,2007,Mysore2007,284.73685,455993.4845757,-
India,Karnataka,Mysore,2008,Mysore2008,,488433.5425002,-
India,Karnataka,Mysore,2009,Mysore2009,325.88235,488554.9250672,-
India,Karnataka,Mysore,2010,Mysore2010,,538790.6955123,0.33
India,Karnataka,Mysore,2011,Mysore2011,,554952.2022990,-
India,Karnataka,Mysore,2012,Mysore2012,,593192.0328710,-
India,Karnataka,Mysore,2013,Mysore2013,305.71429,646786.9485200,-
India,Karnataka,Mysore,2014,Mysore2014,120,671283.4979700,-
India,Karnataka,Mysore,2015,Mysore2015,,749951.6130690,-
India,Karnataka,Mysore,2016,Mysore2016,290.55554,851393.9914870,-
India,Karnataka,Mysore,2017,Mysore2017,,915641.8926070,-
India,Karnataka,Mysore,2018,Mysore2018,0,974815.3000880,-
India,Odisha,Nabarangpur,2000,Nabarangpur2000,115.77778,98181.5544719,-
